1
POLYGON((72964.5721497 55373.8497841,72964.5721497 55411.8497841,72966.5721497 55411.8497841,72966.5721497 55373.8497841,72964.5721497 55373.8497841))
POLYGON((3001.95613821 134653.112729,3001.95613821 134662.112729,3039.95613821 134662.112729,3039.95613821 134653.112729,3001.95613821 134653.112729))
POLYGON((87300.5346859 357637.631531,87300.5346859 357671.631531,87385.5346859 357671.631531,87385.5346859 357637.631531,87300.5346859 357637.631531))
POLYGON((378217.115232 169597.867692,378217.115232 169599.867692,378273.115232 169599.867692,378273.115232 169597.867692,378217.115232 169597.867692))
POLYGON((390607.487772 271451.376321,390607.487772 271473.376321,390694.487772 271473.376321,390694.487772 271451.376321,390607.487772 271451.376321))
POLYGON((199824.19063 119646.07949,199824.19063 119679.07949,199890.19063 119679.07949,199890.19063 119646.07949,199824.19063 119646.07949))
POLYGON((281988.579238 9470.71520185,281988.579238 9535.71520185,282062.579238 9535.71520185,282062.579238 9470.71520185,281988.579238 9470.71520185))
POLYGON((465879.395954 70480.545175,465879.395954 70557.545175,465914.395954 70557.545175,465914.395954 70480.545175,465879.395954 70480.545175))
POLYGON((455568.311571 457722.665001,455568.311571 457818.665001,455642.311571 457818.665001,455642.311571 457722.665001,455568.311571 457722.665001))
POLYGON((469634.782235 409642.71852,469634.782235 409711.71852,469683.782235 409711.71852,469683.782235 409642.71852,469634.782235 409642.71852))
POLYGON((93799.3514685 163114.188442,93799.3514685 163187.188442,93852.3514685 163187.188442,93852.3514685 163114.188442,93799.3514685 163114.188442))
POLYGON((448380.991299 154563.050042,448380.991299 154615.050042,448454.991299 154615.050042,448454.991299 154563.050042,448380.991299 154563.050042))
POLYGON((253105.091999 171964.259611,253105.091999 172037.259611,253173.091999 172037.259611,253173.091999 171964.259611,253105.091999 171964.259611))
POLYGON((171864.534938 23653.7445233,171864.534938 23736.7445233,171877.534938 23736.7445233,171877.534938 23653.7445233,171864.534938 23653.7445233))
POLYGON((375780.856345 23156.4508315,375780.856345 23178.4508315,375814.856345 23178.4508315,375814.856345 23156.4508315,375780.856345 23156.4508315))
POLYGON((219638.484462 149296.413987,219638.484462 149351.413987,219703.484462 149351.413987,219703.484462 149296.413987,219638.484462 149296.413987))
POLYGON((268612.225677 200944.436938,268612.225677 201012.436938,268630.225677 201012.436938,268630.225677 200944.436938,268612.225677 200944.436938))
POLYGON((418645.958297 100107.631288,418645.958297 100155.631288,418672.958297 100155.631288,418672.958297 100107.631288,418645.958297 100107.631288))
POLYGON((485296.242955 454556.379341,485296.242955 454626.379341,485315.242955 454626.379341,485315.242955 454556.379341,485296.242955 454556.379341))
POLYGON((186296.689614 80745.5070763,186296.689614 80842.5070763,186296.789614 80842.5070763,186296.789614 80745.5070763,186296.689614 80745.5070763))
POLYGON((47599.5746907 195482.731552,47599.5746907 195552.731552,47612.5746907 195552.731552,47612.5746907 195482.731552,47599.5746907 195482.731552))
POLYGON((226896.475413 463692.75341,226896.475413 463718.75341,226967.475413 463718.75341,226967.475413 463692.75341,226896.475413 463692.75341))
POLYGON((277586.703306 149833.410547,277586.703306 149912.410547,277664.703306 149912.410547,277664.703306 149833.410547,277586.703306 149833.410547))
POLYGON((410704.502791 184261.485232,410704.502791 184328.485232,410772.502791 184328.485232,410772.502791 184261.485232,410704.502791 184261.485232))
POLYGON((261763.547515 487247.328444,261763.547515 487254.328444,261856.547515 487254.328444,261856.547515 487247.328444,261763.547515 487247.328444))
POLYGON((10005.4099781 417756.786487,10005.4099781 417854.786487,10023.4099781 417854.786487,10023.4099781 417756.786487,10005.4099781 417756.786487))
POLYGON((264576.653654 188650.493293,264576.653654 188736.493293,264627.653654 188736.493293,264627.653654 188650.493293,264576.653654 188650.493293))
POLYGON((87571.8094275 312102.330446,87571.8094275 312148.330446,87650.8094275 312148.330446,87650.8094275 312102.330446,87571.8094275 312102.330446))
POLYGON((320319.870811 93189.3529454,320319.870811 93270.3529454,320358.870811 93270.3529454,320358.870811 93189.3529454,320319.870811 93189.3529454))
POLYGON((128235.607547 111622.961693,128235.607547 111694.961693,128253.607547 111694.961693,128253.607547 111622.961693,128235.607547 111622.961693))
POLYGON((13614.014674 71096.8682138,13614.014674 71113.8682138,13713.014674 71113.8682138,13713.014674 71096.8682138,13614.014674 71096.8682138))
POLYGON((247746.995905 193923.070484,247746.995905 193937.070484,247841.995905 193937.070484,247841.995905 193923.070484,247746.995905 193923.070484))
POLYGON((271952.414723 121294.836952,271952.414723 121367.836952,272025.414723 121367.836952,272025.414723 121294.836952,271952.414723 121294.836952))
POLYGON((298701.861617 203606.408986,298701.861617 203629.408986,298744.861617 203629.408986,298744.861617 203606.408986,298701.861617 203606.408986))
POLYGON((88019.4255042 322212.879627,88019.4255042 322232.879627,88080.4255042 322232.879627,88080.4255042 322212.879627,88019.4255042 322212.879627))
POLYGON((453188.323848 326671.251862,453188.323848 326702.251862,453273.323848 326702.251862,453273.323848 326671.251862,453188.323848 326671.251862))
POLYGON((76903.8065363 219603.072142,76903.8065363 219638.072142,76953.8065363 219638.072142,76953.8065363 219603.072142,76903.8065363 219603.072142))
POLYGON((494184.872308 383857.614856,494184.872308 383943.614856,494267.872308 383943.614856,494267.872308 383857.614856,494184.872308 383857.614856))
POLYGON((341021.734263 65553.730544,341021.734263 65641.730544,341064.734263 65641.730544,341064.734263 65553.730544,341021.734263 65553.730544))
POLYGON((324020.40251 498571.556176,324020.40251 498598.556176,324047.40251 498598.556176,324047.40251 498571.556176,324020.40251 498571.556176))
POLYGON((356730.266905 216853.03668,356730.266905 216911.03668,356743.266905 216911.03668,356743.266905 216853.03668,356730.266905 216853.03668))
POLYGON((165126.21277 374338.986128,165126.21277 374345.986128,165155.21277 374345.986128,165155.21277 374338.986128,165126.21277 374338.986128))
POLYGON((201791.321314 384945.436401,201791.321314 385028.436401,201810.321314 385028.436401,201810.321314 384945.436401,201791.321314 384945.436401))
POLYGON((418694.492892 433138.637418,418694.492892 433236.637418,418791.492892 433236.637418,418791.492892 433138.637418,418694.492892 433138.637418))
POLYGON((178296.9434 123440.475848,178296.9434 123527.475848,178365.9434 123527.475848,178365.9434 123440.475848,178296.9434 123440.475848))
POLYGON((23719.417295 475716.204809,23719.417295 475737.204809,23804.417295 475737.204809,23804.417295 475716.204809,23719.417295 475716.204809))
POLYGON((155088.100144 233040.627684,155088.100144 233104.627684,155089.100144 233104.627684,155089.100144 233040.627684,155088.100144 233040.627684))
POLYGON((14189.857959 63547.5493598,14189.857959 63584.5493598,14234.857959 63584.5493598,14234.857959 63547.5493598,14189.857959 63547.5493598))
POLYGON((405060.064107 403693.195436,405060.064107 403788.195436,405076.064107 403788.195436,405076.064107 403693.195436,405060.064107 403693.195436))
POLYGON((445445.11855 230482.063298,445445.11855 230496.063298,445508.11855 230496.063298,445508.11855 230482.063298,445445.11855 230482.063298))
POLYGON((329221.998605 446069.107077,329221.998605 446131.107077,329304.998605 446131.107077,329304.998605 446069.107077,329221.998605 446069.107077))
POLYGON((233395.225942 325988.280188,233395.225942 326086.280188,233492.225942 326086.280188,233492.225942 325988.280188,233395.225942 325988.280188))
POLYGON((445415.795245 222198.166781,445415.795245 222208.166781,445492.795245 222208.166781,445492.795245 222198.166781,445415.795245 222198.166781))
POLYGON((15223.2210576 102857.814672,15223.2210576 102944.814672,15231.2210576 102944.814672,15231.2210576 102857.814672,15223.2210576 102857.814672))
POLYGON((254435.697166 38876.986061,254435.697166 38919.986061,254517.697166 38919.986061,254517.697166 38876.986061,254435.697166 38876.986061))
POLYGON((280519.611917 407041.55361,280519.611917 407067.55361,280579.611917 407067.55361,280579.611917 407041.55361,280519.611917 407041.55361))
POLYGON((251279.763818 222922.144055,251279.763818 222940.144055,251337.763818 222940.144055,251337.763818 222922.144055,251279.763818 222922.144055))
POLYGON((459951.022263 9517.75666724,459951.022263 9543.75666724,459994.022263 9543.75666724,459994.022263 9517.75666724,459951.022263 9517.75666724))
POLYGON((11583.7223157 216945.35397,11583.7223157 216973.35397,11657.7223157 216973.35397,11657.7223157 216945.35397,11583.7223157 216945.35397))
POLYGON((253351.623209 187512.754857,253351.623209 187519.754857,253397.623209 187519.754857,253397.623209 187512.754857,253351.623209 187512.754857))
POLYGON((310758.123933 253662.753541,310758.123933 253756.753541,310777.123933 253756.753541,310777.123933 253662.753541,310758.123933 253662.753541))
POLYGON((497242.560204 322623.939333,497242.560204 322655.939333,497256.560204 322655.939333,497256.560204 322623.939333,497242.560204 322623.939333))
POLYGON((129223.442662 84061.7633843,129223.442662 84140.7633843,129302.442662 84140.7633843,129302.442662 84061.7633843,129223.442662 84061.7633843))
POLYGON((215263.385566 26453.8881033,215263.385566 26499.8881033,215325.385566 26499.8881033,215325.385566 26453.8881033,215263.385566 26453.8881033))
POLYGON((283899.952985 466031.75312,283899.952985 466035.75312,283997.952985 466035.75312,283997.952985 466031.75312,283899.952985 466031.75312))
POLYGON((131762.019194 415185.065282,131762.019194 415226.065282,131842.019194 415226.065282,131842.019194 415185.065282,131762.019194 415185.065282))
POLYGON((385753.970134 324595.621173,385753.970134 324661.621173,385842.970134 324661.621173,385842.970134 324595.621173,385753.970134 324595.621173))
POLYGON((332732.436734 469182.815424,332732.436734 469196.815424,332804.436734 469196.815424,332804.436734 469182.815424,332732.436734 469182.815424))
POLYGON((47330.7866984 271481.99129,47330.7866984 271529.99129,47420.7866984 271529.99129,47420.7866984 271481.99129,47330.7866984 271481.99129))
POLYGON((196221.185781 76631.4089514,196221.185781 76704.4089514,196233.185781 76704.4089514,196233.185781 76631.4089514,196221.185781 76631.4089514))
POLYGON((141487.032803 134611.877059,141487.032803 134632.877059,141511.032803 134632.877059,141511.032803 134611.877059,141487.032803 134611.877059))
POLYGON((95975.7461476 476813.136831,95975.7461476 476859.136831,95996.7461476 476859.136831,95996.7461476 476813.136831,95975.7461476 476813.136831))
POLYGON((374781.867734 360040.406038,374781.867734 360041.406038,374801.867734 360041.406038,374801.867734 360040.406038,374781.867734 360040.406038))
POLYGON((230255.83331 352635.552304,230255.83331 352643.552304,230255.93331 352643.552304,230255.93331 352635.552304,230255.83331 352635.552304))
POLYGON((247673.637097 248438.299036,247673.637097 248459.299036,247680.637097 248459.299036,247680.637097 248438.299036,247673.637097 248438.299036))
POLYGON((136283.628215 107976.575406,136283.628215 107993.575406,136327.628215 107993.575406,136327.628215 107976.575406,136283.628215 107976.575406))
POLYGON((47844.3383228 180557.210299,47844.3383228 180598.210299,47920.3383228 180598.210299,47920.3383228 180557.210299,47844.3383228 180557.210299))
POLYGON((430847.800241 308704.584042,430847.800241 308760.584042,430874.800241 308760.584042,430874.800241 308704.584042,430847.800241 308704.584042))
POLYGON((67286.1566311 88004.0173599,67286.1566311 88020.0173599,67333.1566311 88020.0173599,67333.1566311 88004.0173599,67286.1566311 88004.0173599))
POLYGON((416473.862619 183228.530822,416473.862619 183235.530822,416555.862619 183235.530822,416555.862619 183228.530822,416473.862619 183228.530822))
POLYGON((48881.7125627 133429.196635,48881.7125627 133520.196635,48899.7125627 133520.196635,48899.7125627 133429.196635,48881.7125627 133429.196635))
POLYGON((420649.688571 176964.422684,420649.688571 177036.422684,420707.688571 177036.422684,420707.688571 176964.422684,420649.688571 176964.422684))
POLYGON((498687.878243 184322.802318,498687.878243 184355.802318,498726.878243 184355.802318,498726.878243 184322.802318,498687.878243 184322.802318))
POLYGON((326991.654582 112988.235862,326991.654582 112996.235862,327031.654582 112996.235862,327031.654582 112988.235862,326991.654582 112988.235862))
POLYGON((345631.206613 491690.067215,345631.206613 491724.067215,345701.206613 491724.067215,345701.206613 491690.067215,345631.206613 491690.067215))
POLYGON((444607.618034 175483.037466,444607.618034 175523.037466,444676.618034 175523.037466,444676.618034 175483.037466,444607.618034 175483.037466))
POLYGON((86529.7042287 101653.448514,86529.7042287 101675.448514,86568.7042287 101675.448514,86568.7042287 101653.448514,86529.7042287 101653.448514))
POLYGON((446932.165719 286340.834461,446932.165719 286397.834461,446940.165719 286397.834461,446940.165719 286340.834461,446932.165719 286340.834461))
POLYGON((373654.11766 224634.641804,373654.11766 224704.641804,373747.11766 224704.641804,373747.11766 224634.641804,373654.11766 224634.641804))
POLYGON((94230.6382778 4255.18797498,94230.6382778 4322.18797498,94291.6382778 4322.18797498,94291.6382778 4255.18797498,94230.6382778 4255.18797498))
POLYGON((259937.01758 266812.680366,259937.01758 266839.680366,259989.01758 266839.680366,259989.01758 266812.680366,259937.01758 266812.680366))
POLYGON((380600.916209 10630.8981553,380600.916209 10669.8981553,380625.916209 10669.8981553,380625.916209 10630.8981553,380600.916209 10630.8981553))
POLYGON((254494.825054 244489.696371,254494.825054 244586.696371,254501.825054 244586.696371,254501.825054 244489.696371,254494.825054 244489.696371))
POLYGON((341450.27164 187694.362012,341450.27164 187701.362012,341516.27164 187701.362012,341516.27164 187694.362012,341450.27164 187694.362012))
POLYGON((377877.071112 11880.8222406,377877.071112 11957.8222406,377939.071112 11957.8222406,377939.071112 11880.8222406,377877.071112 11880.8222406))
POLYGON((200697.875736 243967.925937,200697.875736 243988.925937,200756.875736 243988.925937,200756.875736 243967.925937,200697.875736 243967.925937))
POLYGON((303640.480591 164069.089024,303640.480591 164070.089024,303705.480591 164070.089024,303705.480591 164069.089024,303640.480591 164069.089024))
POLYGON((370959.974696 69691.9042267,370959.974696 69751.9042267,370961.974696 69751.9042267,370961.974696 69691.9042267,370959.974696 69691.9042267))
POLYGON((239311.562298 365262.684505,239311.562298 365340.684505,239394.562298 365340.684505,239394.562298 365262.684505,239311.562298 365262.684505))
POLYGON((244813.842083 410121.271398,244813.842083 410189.271398,244869.842083 410189.271398,244869.842083 410121.271398,244813.842083 410121.271398))
